Cricinfo_id,Teams_overview,teams_ov_telugu
48236,"['Isipathana College', 'Police Sports Club']","ఇసిపతన కాలేజ్, పోలీస్ స్పోర్ట్స్ క్లబ్"
48278,"['Singha Sports Club', 'Sinhalese Sports Club', 'Sri Lanka Under-19s', 'St. Sebastians College']","శ్రీ లంక అండర్ -19స్, సింఘ స్పోర్ట్స్ క్లబ్, సింహలేస్ స్పోర్ట్స్ క్లబ్, స్ట్. సబస్టియన్స్ కాలేజ్"
48130,"['Antonians Sports Club', 'Badureliya Sports Club', 'Burgher Recreation Club', 'Colombo Cricket Club']","అంటోనియన్స్ స్పోర్ట్స్ క్లబ్, బదురెలియా స్పోర్ట్స్ క్లబ్, బర్గర్ రిక్రియేషన్ క్లబ్, కొలంబో క్రికెట్ క్లబ్"
48150,['Colts Cricket Club'],కాల్ట్స్ క్రికెట్ క్లబ్
319698,"['Chilaw Marians Cricket Club', 'Ruhuna', 'Saracens Sports Club', 'Sinhalese Sports Club']","చిలా మేరియన్స్ క్రికెట్ క్లబ్, రూహున, సరేసెన్స్ స్పోర్ట్స్ క్లబ్, సింహలేస్ స్పోర్ట్స్ క్లబ్"
319743,['Saracens Sports Club'],సరేసెన్స్ స్పోర్ట్స్ క్లబ్
413132,['Burgher Recreation Club'],బర్గర్ రిక్రియేషన్ క్లబ్
48281,"['Burgher Recreation Club', 'Galle Cricket Club', 'Nondescripts Cricket Club', 'Sebastianites Cricket and Athletic Club']","బర్గర్ రిక్రియేషన్ క్లబ్, గల్లె క్రికెట్ క్లబ్, నాండెస్క్రిప్క్రిప్ట్స్ క్రికెట్ క్లబ్, స్బెస్టియానిట్యానిట్స్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్"
48142,"['Moratuwa Sports Club', 'Panadura Sports Club', 'Sebastianites Cricket and Athletic Club']","మొరతువ స్పోర్ట్స్ క్లబ్, పనాదురా స్పోర్ట్స్ క్లబ్, స్బెస్టియానిట్యానిట్స్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్"
429748,"['Sri Lanka', 'Colombo Kings', 'Ragama Cricket Club', 'Sri Lanka A', 'Sri Lanka Emerging Team', 'Sri Lanka Under-15s', 'Sri Lanka Under-17s', 'Sri Lanka Under-19s', 'Sri Lanka Under-23s', 'St. Sebastians College']","శ్రీ లంక, శ్రీ లంక ఏ., శ్రీ లంక ఎమర్జింగ్ టీమ్, శ్రీ లంక అండర్ -15స్, శ్రీ లంక అండర్ -17స్, శ్రీ లంక అండర్ -19స్"
48186,"['Kurunegala Youth Cricket Club', 'Tamil Union Cricket and Athletic Club']","కురునేగల యూత్ క్రికెట్ క్లబ్, తమిళ్ ఉనియన్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్"
784367,"['Galle Cricket Club', 'Jaffna Stallions', 'Richmond College', 'Sinhalese Sports Club', 'Sri Lanka Emerging Team', 'Sri Lanka Under-19s']","శ్రీ లంక ఎమర్జింగ్ టీమ్, శ్రీ లంక అండర్ -19స్, గల్లె క్రికెట్ క్లబ్, జాఫ్‌ఫ్నా స్టాలియన్స్, రిక్చమండ్ కాలేజ్, సింహలేస్ స్పోర్ట్స్ క్లబ్"
925861,"['Ananda College', 'Kalutara Town Club', 'Moors Sports Club']","అనంద కాలేజ్, కలుతర టౌన్ క్లబ్, మూర్స్ స్పోర్ట్స్ క్లబ్"
48264,"['Colombo Cricket Club', 'Ragama Cricket Club', 'Sri Lanka Schools XI']","శ్రీ లంక స్కూల్స్ క్సీ, కొలంబో క్రికెట్ క్లబ్, రాగమా క్రికెట్ క్లబ్"
414082,"['Colts Cricket Club', 'Police Sports Club']","కాల్ట్స్ క్రికెట్ క్లబ్, పోలీస్ స్పోర్ట్స్ క్లబ్"
318853,"['Kurunegala Youth Cricket Club Women', 'Melbourne Renegades Women', 'Sri Lanka Women', 'Supernovas']","శ్రీ లంక వోమెన్, కురునేగల యూత్ క్రికెట్ క్లబ్ వోమెన్, మెల్బోర్న్ రెనిగేగద్స్ వోమెన్, సుపర్నోవాస్"
336657,"['Basnahira', 'Colts Cricket Club', 'Kandurata', 'Nagenahira Nagas', 'Sri Lanka A', ""Sri Lanka Board President's XI""]","శ్రీ లంక ఏ., శ్రీ లంక బోర్డ్ ప్రెసిడెంట్'స్ క్సీ, బస్నహీరా, కాల్ట్స్ క్రికెట్ క్లబ్, కందురాత, నాగేనహిరా నగాస్"
48230,"['Burgher Recreation Club', 'Chilaw Marians Cricket Club', 'Panadura Sports Club', ""St. Joseph's College""]","బర్గర్ రిక్రియేషన్ క్లబ్, చిలా మేరియన్స్ క్రికెట్ క్లబ్, పనాదురా స్పోర్ట్స్ క్లబ్, స్ట్. జోసెఫ్'స్ కాలేజ్"
790635,"['Colombo', 'Colts Cricket Club', 'ICBT Campus (Sri Lanka)', 'Kandy', 'Kandy Tuskers', 'Moors Sports Club', 'Sri Lanka Cricket XI', 'Sri Lanka Emerging Team']","ఐ.సీ.బీ.టి. కంపస్ (శ్రీ లంక), శ్రీ లంక క్రికెట్ క్సీ, శ్రీ లంక ఎమర్జింగ్ టీమ్, కొలంబో, కాల్ట్స్ క్రికెట్ క్లబ్, కాండీ"
48116,"['Sri Lanka', 'Sinhalese Sports Club']","శ్రీ లంక, సింహలేస్ స్పోర్ట్స్ క్లబ్"
1130455,['Sri Lanka Air Force Sports Club'],శ్రీ లంక ఏర్ ఫోర్స్ స్పోర్ట్స్ క్లబ్
786923,['Sri Lanka Under-19s'],శ్రీ లంక అండర్ -19స్
48266,"['Moratuwa Sports Club', 'Sebastianites Cricket and Athletic Club']","మొరతువ స్పోర్ట్స్ క్లబ్, స్బెస్టియానిట్యానిట్స్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్"
48139,"['Sri Lanka', 'Burgher Recreation Club', 'Colts Cricket Club', 'Nondescripts Cricket Club', 'Wayamba']","శ్రీ లంక, బర్గర్ రిక్రియేషన్ క్లబ్, కాల్ట్స్ క్రికెట్ క్లబ్, నాండెస్క్రిప్క్రిప్ట్స్ క్రికెట్ క్లబ్, వయంబ"
48122,"['Sri Lanka', 'Chennai Superstars', 'ICL World XI', 'Nondescripts Cricket Club']","శ్రీ లంక, చెన్నై సుపర్స్టర్స్, ఐ.సీ.ఎల్. వర్ల్డ్ క్సీ, నాండెస్క్రిప్క్రిప్ట్స్ క్రికెట్ క్లబ్"
266740,"['Badureliya Sports Club', 'Colts Cricket Club']","బదురెలియా స్పోర్ట్స్ క్లబ్, కాల్ట్స్ క్రికెట్ క్లబ్"
414497,['Sinhalese Sports Club'],సింహలేస్ స్పోర్ట్స్ క్లబ్
1082292,"['Chilaw Marians Cricket Club', 'Panadura Sports Club', 'Sinhalese Sports Club']","చిలా మేరియన్స్ క్రికెట్ క్లబ్, పనాదురా స్పోర్ట్స్ క్లబ్, సింహలేస్ స్పోర్ట్స్ క్లబ్"
362079,"['Sri Lanka', 'Kandy Youth Cricket Club', 'Sinhalese Sports Club']","శ్రీ లంక, కాండీ యూత్ క్రికెట్ క్లబ్, సింహలేస్ స్పోర్ట్స్ క్లబ్"
360451,['Sri Lanka Army Sports Club'],శ్రీ లంక ఆర్మీ స్పోర్ట్స్ క్లబ్
786639,['Sri Lanka Under-19s'],శ్రీ లంక అండర్ -19స్
623631,"['Ragama Cricket Club', ""S.Thomas' College"", 'Sri Lanka Under-19s']","శ్రీ లంక అండర్ -19స్, రాగమా క్రికెట్ క్లబ్, స్.తోమస్' కాలేజ్"
271346,['Sri Lanka Army'],శ్రీ లంక ఆర్మీ
629075,"['Sri Lanka', 'Colombo Cricket Club', 'Jaffna Stallions', 'Sinhalese Sports Club', 'Sri Lanka Under-19s']","శ్రీ లంక, శ్రీ లంక అండర్ -19స్, కొలంబో క్రికెట్ క్లబ్, జాఫ్‌ఫ్నా స్టాలియన్స్, సింహలేస్ స్పోర్ట్స్ క్లబ్"
224307,['Colombo Cricket Club'],కొలంబో క్రికెట్ క్లబ్
48298,"['Sri Lanka', 'Badureliya Sports Club', 'Basnahira North', 'Colts Cricket Club', 'Tamil Union Cricket and Athletic Club']","శ్రీ లంక, బదురెలియా స్పోర్ట్స్ క్లబ్, బస్నహీరా నోర్త్, కాల్ట్స్ క్రికెట్ క్లబ్, తమిళ్ ఉనియన్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్"
545009,['Sri Lanka Air Force Sports Club'],శ్రీ లంక ఏర్ ఫోర్స్ స్పోర్ట్స్ క్లబ్
958691,"['Sri Lanka', 'Dambulla Viiking', 'Galle Cricket Club']","శ్రీ లంక, దంబుల్ల వీకింగ్, గల్లె క్రికెట్ క్లబ్"
1028663,['Sri Lanka Under-19s'],శ్రీ లంక అండర్ -19స్
54768,['Colts Cricket Club Women'],కాల్ట్స్ క్రికెట్ క్లబ్ వోమెన్
48284,"['Sri Lanka', 'Basnahira South', 'Galle Cricket Club', 'Gloucestershire', 'Kalutara Town Club', 'Kent', 'Nondescripts Cricket Club', 'Ragama Cricket Club', 'Tamil Union Cricket and Athletic Club']","శ్రీ లంక, బస్నహీరా సౌత్, గల్లె క్రికెట్ క్లబ్, గ్లౌసిటర్షిటీర్, కలుతర టౌన్ క్లబ్, కెంట్"
48290,"['Sri Lanka', 'Bloomfield Cricket and Athletic Club', 'Colombo Cricket Club', 'Moors Sports Club', 'Sebastianites Cricket and Athletic Club']","శ్రీ లంక, బ్లోమ్ఫియెల్డ్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్, కొలంబో క్రికెట్ క్లబ్, మూర్స్ స్పోర్ట్స్ క్లబ్, స్బెస్టియానిట్యానిట్స్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్"
48367,"['Galle Cricket Club', 'Moors Sports Club', 'Saracens Sports Club']","గల్లె క్రికెట్ క్లబ్, మూర్స్ స్పోర్ట్స్ క్లబ్, సరేసెన్స్ స్పోర్ట్స్ క్లబ్"
1173758,['Panadura Sports Club'],పనాదురా స్పోర్ట్స్ క్లబ్
366421,"['Burgher Recreation Club', 'Cricket Coaching School', 'Galle Cricket Club', 'Ragama Cricket Club', 'Sri Lanka Under-19s', 'Sri Lanka Under-23s', 'Tamil Union Cricket and Athletic Club']","శ్రీ లంక అండర్ -19స్, శ్రీ లంక అండర్ -23స్, బర్గర్ రిక్రియేషన్ క్లబ్, క్రికెట్ కోచింగ్ స్కూల్, గల్లె క్రికెట్ క్లబ్, రాగమా క్రికెట్ క్లబ్"
331825,"['Badureliya Sports Club', 'Moors Sports Club', 'Police Sports Club', 'Sri Lanka Air Force Sports Club']","శ్రీ లంక ఏర్ ఫోర్స్ స్పోర్ట్స్ క్లబ్, బదురెలియా స్పోర్ట్స్ క్లబ్, మూర్స్ స్పోర్ట్స్ క్లబ్, పోలీస్ స్పోర్ట్స్ క్లబ్"
222929,"['Colts Cricket Club', 'Kurunegala Youth Cricket Club', 'Nondescripts Cricket Club']","కాల్ట్స్ క్రికెట్ క్లబ్, కురునేగల యూత్ క్రికెట్ క్లబ్, నాండెస్క్రిప్క్రిప్ట్స్ క్రికెట్ క్లబ్"
48332,"['Kurunegala Youth Cricket Club', 'Moors Sports Club', 'Panadura Sports Club']","కురునేగల యూత్ క్రికెట్ క్లబ్, మూర్స్ స్పోర్ట్స్ క్లబ్, పనాదురా స్పోర్ట్స్ క్లబ్"
48302,"['Colombo Cricket Club', 'Ragama Cricket Club', 'Saracens Sports Club']","కొలంబో క్రికెట్ క్లబ్, రాగమా క్రికెట్ క్లబ్, సరేసెన్స్ స్పోర్ట్స్ క్లబ్"
48351,"['Basnahira North', 'Colombo Cricket Club', 'Kalabagan Krira Chakra', 'Kandurata', 'Nondescripts Cricket Club', 'Sinhalese Sports Club', 'Uthura Yellows']","బస్నహీరా నోర్త్, కొలంబో క్రికెట్ క్లబ్, కలబగన్ క్రీరా చక్ర, కందురాత, నాండెస్క్రిప్క్రిప్ట్స్ క్రికెట్ క్లబ్, సింహలేస్ స్పోర్ట్స్ క్లబ్"
225579,['Sri Lanka Women'],శ్రీ లంక వోమెన్
48387,"['Antonians Sports Club', 'Ragama Cricket Club', 'Sri Lanka A']","శ్రీ లంక ఏ., అంటోనియన్స్ స్పోర్ట్స్ క్లబ్, రాగమా క్రికెట్ క్లబ్"
48421,"['Chilaw Marians Cricket Club', 'Lumbini Maha Vidyalaya', 'Saracens Sports Club', 'Sri Lanka Cricket Development XI']","శ్రీ లంక క్రికెట్ డెవెలప్మెంట్ క్సీ, చిలా మేరియన్స్ క్రికెట్ క్లబ్, లుంబినీ మహ విద్యాలయ, సరేసెన్స్ స్పోర్ట్స్ క్లబ్"
300628,"['Sri Lanka', 'Colombo Kings', 'Nondescripts Cricket Club', 'Rajasthan Royals', 'Ruhuna', 'Schools Invitation XI', 'Sri Lanka A', 'Sri Lanka Academy XI', 'Sri Lanka Army Sports Club', ""Sri Lanka Board President's XI"", 'Sri Lanka Cricket Development XI', 'Sri Lanka Under-17s', 'Sri Lanka Under-19s']","శ్రీ లంక, శ్రీ లంక ఏ., శ్రీ లంక అకాడమీ క్సీ, శ్రీ లంక ఆర్మీ స్పోర్ట్స్ క్లబ్, శ్రీ లంక బోర్డ్ ప్రెసిడెంట్'స్ క్సీ, శ్రీ లంక క్రికెట్ డెవెలప్మెంట్ క్సీ"
48415,"['Burgher Recreation Club', 'Chilaw Marians Cricket Club', 'Moors Sports Club', 'Panadura Sports Club', 'Sri Lanka Academy XI', 'Sri Lanka Cricket Development XI', 'Sri Lanka Under-15s', 'Sri Lanka Under-19s']","శ్రీ లంక అకాడమీ క్సీ, శ్రీ లంక క్రికెట్ డెవెలప్మెంట్ క్సీ, శ్రీ లంక అండర్ -15స్, శ్రీ లంక అండర్ -19స్, బర్గర్ రిక్రియేషన్ క్లబ్, చిలా మేరియన్స్ క్రికెట్ క్లబ్"
364985,"['Moors Sports Club', 'Sri Lanka Navy Sports Club']","శ్రీ లంక నావీ స్పోర్ట్స్ క్లబ్, మూర్స్ స్పోర్ట్స్ క్లబ్"
48369,"['Sri Lanka', 'Gloucestershire', 'ICL World XI', 'Kolkata Tigers', 'Nondescripts Cricket Club', 'Tamil Union Cricket and Athletic Club']","శ్రీ లంక, గ్లౌసిటర్షిటీర్, ఐ.సీ.ఎల్. వర్ల్డ్ క్సీ, కోల్కట టైగర్స్, నాండెస్క్రిప్క్రిప్ట్స్ క్రికెట్ క్లబ్, తమిళ్ ఉనియన్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్"
212753,"['Badureliya Sports Club', 'Burgher Recreation Club', 'Sri Lanka Under-19s', 'Tamil Union Cricket and Athletic Club']","శ్రీ లంక అండర్ -19స్, బదురెలియా స్పోర్ట్స్ క్లబ్, బర్గర్ రిక్రియేషన్ క్లబ్, తమిళ్ ఉనియన్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్"
1028653,['Sri Lanka Under-19s'],శ్రీ లంక అండర్ -19స్
858925,"['Colts Cricket Club', 'Dambulla', 'Kandy', 'Moors Sports Club', 'Saracens Sports Club', 'Sri Lanka A', 'Sri Lanka Emerging Team']","శ్రీ లంక ఏ., శ్రీ లంక ఎమర్జింగ్ టీమ్, కాల్ట్స్ క్రికెట్ క్లబ్, దంబుల్ల, కాండీ, మూర్స్ స్పోర్ట్స్ క్లబ్"
681949,"['Colombo Cricket Club', 'Sri Lanka A', ""Sri Lanka Cricket Board President's XI"", 'Sri Lanka Under-23s', 'Tamil Union Cricket and Athletic Club', 'Trinity College']","శ్రీ లంక ఏ., శ్రీ లంక క్రికెట్ బోర్డ్ ప్రెసిడెంట్'స్ క్సీ, శ్రీ లంక అండర్ -23స్, కొలంబో క్రికెట్ క్లబ్, తమిళ్ ఉనియన్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్, ట్రినిటీ కాలేజ్"
1027867,"['Chilaw Marians Cricket Club', 'Negombo Cricket Club']","చిలా మేరియన్స్ క్రికెట్ క్లబ్, నేగొంబ్ క్రికెట్ క్లబ్"
552152,"['Sri Lanka', 'Colombo Kings', 'Nagenahira Nagas', 'Nondescripts Cricket Club', 'Rajasthan Royals', 'Sri Lanka A', ""Sri Lanka Board President's XI"", 'Yaal Blazers']","శ్రీ లంక, శ్రీ లంక ఏ., శ్రీ లంక బోర్డ్ ప్రెసిడెంట్'స్ క్సీ, కొలంబో కింగ్స్, నాగేనహిరా నగాస్, నాండెస్క్రిప్క్రిప్ట్స్ క్రికెట్ క్లబ్"
48419,['Prince of Wales College'],ప్రిన్స్ ఆఫ్ వాల్స్ కాలేజ్
1137722,['Lankan Cricket Club'],లంకన్ క్రికెట్ క్లబ్
386509,"['Burgher Recreation Club', 'Schools Invitation XI', 'Seeduwa Raddoluwa Cricket Club', 'Sri Lanka Colts XI', 'Sri Lanka Navy Sports Club']","శ్రీ లంక కాల్ట్స్ క్సీ, శ్రీ లంక నావీ స్పోర్ట్స్ క్లబ్, బర్గర్ రిక్రియేషన్ క్లబ్, స్కూల్స్ ఇన్విటేషన్ క్సీ, సీదువ రాద్దొలువ క్రికెట్ క్లబ్"
232180,"['Galle Cricket Club', 'Moors Sports Club']","గల్లె క్రికెట్ క్లబ్, మూర్స్ స్పోర్ట్స్ క్లబ్"
1175296,"['Dambulla Viiking', 'Maris Stella College', 'Nondescripts Cricket Club', 'Sri Lanka Cricket XI']","శ్రీ లంక క్రికెట్ క్సీ, దంబుల్ల వీకింగ్, మారిస్ స్టెల్లా కాలేజ్, నాండెస్క్రిప్క్రిప్ట్స్ క్రికెట్ క్లబ్"
550432,"['Badureliya Sports Club', 'Panadura Sports Club', 'Ragama Cricket Club', 'Saracens Sports Club', 'Sri Lanka A', 'Sri Lanka Cricket Development XI']","శ్రీ లంక ఏ., శ్రీ లంక క్రికెట్ డెవెలప్మెంట్ క్సీ, బదురెలియా స్పోర్ట్స్ క్లబ్, పనాదురా స్పోర్ట్స్ క్లబ్, రాగమా క్రికెట్ క్లబ్, సరేసెన్స్ స్పోర్ట్స్ క్లబ్"
361010,['Panadura Sports Club'],పనాదురా స్పోర్ట్స్ క్లబ్
48498,"['Badureliya Sports Club', 'Tamil Union Cricket and Athletic Club']","బదురెలియా స్పోర్ట్స్ క్లబ్, తమిళ్ ఉనియన్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్"
48540,"['Moratuwa Sports Club', 'Singha Sports Club', 'Sri Lanka Air Force Sports Club']","శ్రీ లంక ఏర్ ఫోర్స్ స్పోర్ట్స్ క్లబ్, మొరతువ స్పోర్ట్స్ క్లబ్, సింఘ స్పోర్ట్స్ క్లబ్"
927631,"['Colts Cricket Club', 'Galle District', 'ICBT Campus (Sri Lanka)', 'John Keells Group', 'Sri Lanka Emerging Team', 'Sri Lanka Under-19s']","ఐ.సీ.బీ.టి. కంపస్ (శ్రీ లంక), శ్రీ లంక ఎమర్జింగ్ టీమ్, శ్రీ లంక అండర్ -19స్, కాల్ట్స్ క్రికెట్ క్లబ్, గల్లె డిస్ట్రిక్ట్, జాన్ కీల్ల్స్ గ్రూప్"
1130877,nan,
360346,"['Ragama Cricket Club', 'Seeduwa Raddoluwa Cricket Club']","రాగమా క్రికెట్ క్లబ్, సీదువ రాద్దొలువ క్రికెట్ క్లబ్"
48506,"['Moors Sports Club', 'Moratuwa Sports Club', 'Police Sports Club']","మూర్స్ స్పోర్ట్స్ క్లబ్, మొరతువ స్పోర్ట్స్ క్లబ్, పోలీస్ స్పోర్ట్స్ క్లబ్"
48460,"['Sri Lanka', 'Burgher Recreation Club', 'Nondescripts Cricket Club', 'Sebastianites Cricket and Athletic Club']","శ్రీ లంక, బర్గర్ రిక్రియేషన్ క్లబ్, నాండెస్క్రిప్క్రిప్ట్స్ క్రికెట్ క్లబ్, స్బెస్టియానిట్యానిట్స్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్"
48467,"['Bloomfield Cricket and Athletic Club', 'North Western Province', 'Sri Lanka A', ""Sri Lanka Cricket Board President's XI"", 'Tamil Union Cricket and Athletic Club']","శ్రీ లంక ఏ., శ్రీ లంక క్రికెట్ బోర్డ్ ప్రెసిడెంట్'స్ క్సీ, బ్లోమ్ఫియెల్డ్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్, నోర్త్ వెస్టర్న్ ప్రోవిన్స్, తమిళ్ ఉనియన్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్"
1210902,['Police Sports Club'],పోలీస్ స్పోర్ట్స్ క్లబ్
48739,"['Singha Sports Club', 'Sri Lanka Air Force Sports Club']","శ్రీ లంక ఏర్ ఫోర్స్ స్పోర్ట్స్ క్లబ్, సింఘ స్పోర్ట్స్ క్లబ్"
282184,['Burgher Recreation Club'],బర్గర్ రిక్రియేషన్ క్లబ్
499596,"['Ragama Cricket Club', 'Sri Lanka Under-19s']","శ్రీ లంక అండర్ -19స్, రాగమా క్రికెట్ క్లబ్"
1162381,['Sri Lanka Under-19s'],శ్రీ లంక అండర్ -19స్
48485,"['Matara Sports Club', 'Police Sports Club']","మాతర స్పోర్ట్స్ క్లబ్, పోలీస్ స్పోర్ట్స్ క్లబ్"
48453,['Sri Lanka'],శ్రీ లంక
48445,"['Sri Lanka', 'Canada', 'Bloomfield Cricket and Athletic Club', 'Colombo Cricket Club', 'Colts Cricket Club', 'Sinhalese Sports Club']","శ్రీ లంక, కానడా, బ్లోమ్ఫియెల్డ్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్, కొలంబో క్రికెట్ క్లబ్, కాల్ట్స్ క్రికెట్ క్లబ్, సింహలేస్ స్పోర్ట్స్ క్లబ్"
48476,"['Colombo North', 'DS Senanayake College', 'Moratuwa Sports Club', 'Police Sports Club', 'Singha Sports Club', 'Sri Lanka Under-15s', 'Sri Lanka Under-19s']","శ్రీ లంక అండర్ -15స్, శ్రీ లంక అండర్ -19స్, కొలంబో నోర్త్, డి.ఎస్. సెననాయకే కాలేజ్, మొరతువ స్పోర్ట్స్ క్లబ్, పోలీస్ స్పోర్ట్స్ క్లబ్"
1135787,['Moors Sports Club'],మూర్స్ స్పోర్ట్స్ క్లబ్
48447,['Sri Lanka'],శ్రీ లంక
727289,"['Royal College', 'Sri Lanka Under-19s']","శ్రీ లంక అండర్ -19స్, రోయాల్ కాలేజ్"
48763,"['Basnahira North', 'Ragama Cricket Club', 'Sri Lanka A']","శ్రీ లంక ఏ., బస్నహీరా నోర్త్, రాగమా క్రికెట్ క్లబ్"
428358,nan,
48457,['Sri Lanka'],శ్రీ లంక
48761,"['Basnahira South', 'Bloomfield Cricket and Athletic Club', 'Lumbini Maha Vidyalaya', 'Nalanda College', 'Nondescripts Cricket Club', 'Ruhuna']","బస్నహీరా సౌత్, బ్లోమ్ఫియెల్డ్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్, లుంబినీ మహ విద్యాలయ, నలందా కాలేజ్, నాండెస్క్రిప్క్రిప్ట్స్ క్రికెట్ క్లబ్, రూహున"
48456,"['Sri Lanka', 'Galle Cricket Club', 'Nondescripts Cricket Club']","శ్రీ లంక, గల్లె క్రికెట్ క్లబ్, నాండెస్క్రిప్క్రిప్ట్స్ క్రికెట్ క్లబ్"
361013,['Panadura Sports Club'],పనాదురా స్పోర్ట్స్ క్లబ్
48446,"['Sri Lanka', 'Sinhalese Sports Club']","శ్రీ లంక, సింహలేస్ స్పోర్ట్స్ క్లబ్"
48458,['Sri Lanka'],శ్రీ లంక
48710,['Ragama Cricket Club'],రాగమా క్రికెట్ క్లబ్
48473,"['Sri Lanka', 'Antonians Sports Club', 'Nondescripts Cricket Club', 'Saracens']","శ్రీ లంక, అంటోనియన్స్ స్పోర్ట్స్ క్లబ్, నాండెస్క్రిప్క్రిప్ట్స్ క్రికెట్ క్లబ్, సరేసెన్స్"
386275,"['Colts Cricket Club', 'Sri Lanka Colts XI', 'Sri Lanka Under-19s']","శ్రీ లంక కాల్ట్స్ క్సీ, శ్రీ లంక అండర్ -19స్, కాల్ట్స్ క్రికెట్ క్లబ్"
810655,"['Chilaw Marians Cricket Club', 'Colts Cricket Club', 'Galle Cricket Club']","చిలా మేరియన్స్ క్రికెట్ క్లబ్, కాల్ట్స్ క్రికెట్ క్లబ్, గల్లె క్రికెట్ క్లబ్"
1135073,"['Kalutara Town Club', 'Negambo Cricket Club']","కలుతర టౌన్ క్లబ్, నేగంబో క్రికెట్ క్లబ్"
268960,"['Lankan Cricket Club', 'Moratuwa Sports Club', 'Royal College']","లంకన్ క్రికెట్ క్లబ్, మొరతువ స్పోర్ట్స్ క్లబ్, రోయాల్ కాలేజ్"
48509,"['Burgher Recreation Club', 'Chilaw Marians Cricket Club', 'Lankan Cricket Club', 'Nondescripts Cricket Club', 'Saracens Sports Club', 'Seeduwa Raddoluwa Cricket Club', 'Sinhalese Sports Club', 'Sri Lanka Under-19s']","శ్రీ లంక అండర్ -19స్, బర్గర్ రిక్రియేషన్ క్లబ్, చిలా మేరియన్స్ క్రికెట్ క్లబ్, లంకన్ క్రికెట్ క్లబ్, నాండెస్క్రిప్క్రిప్ట్స్ క్రికెట్ క్లబ్, సరేసెన్స్ స్పోర్ట్స్ క్లబ్"
48470,"['Sri Lanka', 'Colombo Cricket Club']","శ్రీ లంక, కొలంబో క్రికెట్ క్లబ్"
792587,nan,
1170120,['Sri Lanka Army Sports Club'],శ్రీ లంక ఆర్మీ స్పోర్ట్స్ క్లబ్
48723,['Panadura Sports Club'],పనాదురా స్పోర్ట్స్ క్లబ్
843893,"['Lankan Cricket Club', 'Nalanda College', 'Negombo Cricket Club']","లంకన్ క్రికెట్ క్లబ్, నలందా కాలేజ్, నేగొంబ్ క్రికెట్ క్లబ్"
430583,['Sri Lanka Navy Sports Club'],శ్రీ లంక నావీ స్పోర్ట్స్ క్లబ్
48469,"['Sri Lanka', 'Bloomfield Cricket and Athletic Club', 'Moratuwa Sports Club', 'Nondescripts Cricket Club']","శ్రీ లంక, బ్లోమ్ఫియెల్డ్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్, మొరతువ స్పోర్ట్స్ క్లబ్, నాండెస్క్రిప్క్రిప్ట్స్ క్రికెట్ క్లబ్"
48726,"['Galle Cricket Club', 'Kuala Lumpur', 'Singha Sports Club', 'Sri Lanka Army']","శ్రీ లంక ఆర్మీ, గల్లె క్రికెట్ క్లబ్, క్వాల లంపూర్, సింఘ స్పోర్ట్స్ క్లబ్"
48597,"['Basnahira North', 'Basnahira South', 'Bloomfield Cricket and Athletic Club', 'Ragama Cricket Club', 'Sinhalese Sports Club', 'Sri Lanka A', 'Tamil Union Cricket and Athletic Club', 'Uva Province']","శ్రీ లంక ఏ., బస్నహీరా నోర్త్, బస్నహీరా సౌత్, బ్లోమ్ఫియెల్డ్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్, రాగమా క్రికెట్ క్లబ్, సింహలేస్ స్పోర్ట్స్ క్లబ్"
1070084,"['Burgher Recreation Club', 'Kalutara Town Club']","బర్గర్ రిక్రియేషన్ క్లబ్, కలుతర టౌన్ క్లబ్"
54778,"['Marians Ladies', 'Sri Lanka Women']","శ్రీ లంక వోమెన్, మేరియన్స్ లేడియస్"
48450,"['Sri Lanka', 'Colombo Cricket Club']","శ్రీ లంక, కొలంబో క్రికెట్ క్లబ్"
48474,"['Antonians Sports Club', 'Badureliya Sports Club', 'Colombo Cricket Club', 'Sebastianites Cricket and Athletic Club']","అంటోనియన్స్ స్పోర్ట్స్ క్లబ్, బదురెలియా స్పోర్ట్స్ క్లబ్, కొలంబో క్రికెట్ క్లబ్, స్బెస్టియానిట్యానిట్స్ క్రికెట్ అండ్ అథ్లెటిక్ క్లబ్"
